sample_id,phrase_index,endpoint,current_s,automatic_s,duration_s,char_start,char_end,text,alignment_source,annotator,review_fingerprint,reference_s,reviewer,review_status,reference_source,reference_id,decision_note,flags,validation_state,validation_error
-3g5yACwYnA$_$3,0,end_s,1.6799999475479126,1.6799999475479126,14.388997,0,18,We're a huge user ,mfa-3.4.1/english_mfa-3.1.0,,3d652e85cf8c5aee27cd13b00f4fbbde1180bc922aa4a5538251ec45595077ac,,,pending,,,,,pending,
-3g5yACwYnA$_$3,1,start_s,2.1700000762939453,2.1700000762939453,14.388997,18,31,of adhesives ,mfa-3.4.1/english_mfa-3.1.0,,3d652e85cf8c5aee27cd13b00f4fbbde1180bc922aa4a5538251ec45595077ac,,,pending,,,,,pending,
-3g5yACwYnA$_$3,1,end_s,3.6600000858306885,3.6600000858306885,14.388997,18,31,of adhesives ,mfa-3.4.1/english_mfa-3.1.0,,3d652e85cf8c5aee27cd13b00f4fbbde1180bc922aa4a5538251ec45595077ac,,,pending,,,,,pending,
-3g5yACwYnA$_$3,2,start_s,4.230000019073486,4.230000019073486,14.388997,31,50,"for our operation, ",mfa-3.4.1/english_mfa-3.1.0,,3d652e85cf8c5aee27cd13b00f4fbbde1180bc922aa4a5538251ec45595077ac,,,pending,,,,,pending,
-3g5yACwYnA$_$3,2,end_s,5.269999980926514,5.269999980926514,14.388997,31,50,"for our operation, ",mfa-3.4.1/english_mfa-3.1.0,,3d652e85cf8c5aee27cd13b00f4fbbde1180bc922aa4a5538251ec45595077ac,,,pending,,,,,pending,
-3g5yACwYnA$_$3,3,start_s,5.630000114440918,5.630000114440918,14.388997,50,67,"called flocking, ",mfa-3.4.1/english_mfa-3.1.0,,3d652e85cf8c5aee27cd13b00f4fbbde1180bc922aa4a5538251ec45595077ac,,,pending,,,,,pending,
-3g5yACwYnA$_$3,3,end_s,6.289999961853027,6.289999961853027,14.388997,50,67,"called flocking, ",mfa-3.4.1/english_mfa-3.1.0,,3d652e85cf8c5aee27cd13b00f4fbbde1180bc922aa4a5538251ec45595077ac,,,pending,,,,,pending,
-3g5yACwYnA$_$3,4,start_s,6.409999847412109,6.409999847412109,14.388997,67,106,and we don't have the technical inside ,mfa-3.4.1/english_mfa-3.1.0,,3d652e85cf8c5aee27cd13b00f4fbbde1180bc922aa4a5538251ec45595077ac,,,pending,,,,,pending,
-3g5yACwYnA$_$3,4,end_s,8.770000457763672,8.770000457763672,14.388997,67,106,and we don't have the technical inside ,mfa-3.4.1/english_mfa-3.1.0,,3d652e85cf8c5aee27cd13b00f4fbbde1180bc922aa4a5538251ec45595077ac,,,pending,,,,,pending,
-3g5yACwYnA$_$3,5,start_s,9.369999885559082,9.369999885559082,14.388997,106,157,compounding or the technical expertise to do these ,mfa-3.4.1/english_mfa-3.1.0,,3d652e85cf8c5aee27cd13b00f4fbbde1180bc922aa4a5538251ec45595077ac,,,pending,,,,,pending,
-3g5yACwYnA$_$3,5,end_s,11.710000038146973,11.710000038146973,14.388997,106,157,compounding or the technical expertise to do these ,mfa-3.4.1/english_mfa-3.1.0,,3d652e85cf8c5aee27cd13b00f4fbbde1180bc922aa4a5538251ec45595077ac,,,pending,,,,,pending,
-3g5yACwYnA$_$3,6,start_s,11.710000038146973,11.710000038146973,14.388997,157,173,types of things.,mfa-3.4.1/english_mfa-3.1.0,,3d652e85cf8c5aee27cd13b00f4fbbde1180bc922aa4a5538251ec45595077ac,,,pending,,,,,pending,
-3g5yACwYnA$_$3,6,end_s,12.34000015258789,12.34000015258789,14.388997,157,173,types of things.,mfa-3.4.1/english_mfa-3.1.0,,3d652e85cf8c5aee27cd13b00f4fbbde1180bc922aa4a5538251ec45595077ac,,,pending,,,,,pending,
-3g5yACwYnA$_$9,0,start_s,0.6100000143051147,0.6100000143051147,8.816992,0,39,We have many new opportunities through ,mfa-3.4.1/english_mfa-3.1.0,,6060ffb80a029ef94c0c9d7b92cc716da95cc68ea3eae383aaae50b133d44e0f,,,pending,,,,,pending,
-3g5yACwYnA$_$9,0,end_s,2.8399999141693115,2.8399999141693115,8.816992,0,39,We have many new opportunities through ,mfa-3.4.1/english_mfa-3.1.0,,6060ffb80a029ef94c0c9d7b92cc716da95cc68ea3eae383aaae50b133d44e0f,,,pending,,,,,pending,
-3g5yACwYnA$_$9,1,start_s,3.359999895095825,3.359999895095825,8.816992,39,86,"the way things have changed through the years, ",mfa-3.4.1/english_mfa-3.1.0,,6060ffb80a029ef94c0c9d7b92cc716da95cc68ea3eae383aaae50b133d44e0f,,,pending,,,,,pending,
-3g5yACwYnA$_$9,1,end_s,4.980000019073486,4.980000019073486,8.816992,39,86,"the way things have changed through the years, ",mfa-3.4.1/english_mfa-3.1.0,,6060ffb80a029ef94c0c9d7b92cc716da95cc68ea3eae383aaae50b133d44e0f,,,pending,,,,,pending,
-3g5yACwYnA$_$9,2,start_s,5.429999828338623,5.429999828338623,8.816992,86,118,"looking for new niche high-end, ",mfa-3.4.1/english_mfa-3.1.0,,6060ffb80a029ef94c0c9d7b92cc716da95cc68ea3eae383aaae50b133d44e0f,,,pending,,,,,pending,
-3g5yACwYnA$_$9,2,end_s,7.039999961853027,7.039999961853027,8.816992,86,118,"looking for new niche high-end, ",mfa-3.4.1/english_mfa-3.1.0,,6060ffb80a029ef94c0c9d7b92cc716da95cc68ea3eae383aaae50b133d44e0f,,,pending,,,,,pending,
-3g5yACwYnA$_$9,3,start_s,7.039999961853027,7.039999961853027,8.816992,118,139,value-added products.,mfa-3.4.1/english_mfa-3.1.0,,6060ffb80a029ef94c0c9d7b92cc716da95cc68ea3eae383aaae50b133d44e0f,,,pending,,,,,pending,
-3g5yACwYnA$_$9,3,end_s,8.140000343322754,8.140000343322754,8.816992,118,139,value-added products.,mfa-3.4.1/english_mfa-3.1.0,,6060ffb80a029ef94c0c9d7b92cc716da95cc68ea3eae383aaae50b133d44e0f,,,pending,,,,,pending,
-3nNcZdcdvU$_$5,0,start_s,0.47999998927116394,0.47999998927116394,7.867969,0,44,Noncompliance can result in legal liability ,mfa-3.4.1/english_mfa-3.1.0,,1bad4c16f6b4a08442859570662a4ab3c176c7316dc49bbc7a978a6bd53bb5d3,,,pending,,,,,pending,
-3nNcZdcdvU$_$5,0,end_s,4.510000228881836,4.510000228881836,7.867969,0,44,Noncompliance can result in legal liability ,mfa-3.4.1/english_mfa-3.1.0,,1bad4c16f6b4a08442859570662a4ab3c176c7316dc49bbc7a978a6bd53bb5d3,,,pending,,,,,pending,
-3nNcZdcdvU$_$5,1,start_s,4.510000228881836,4.510000228881836,7.867969,44,81,to you and to the school district in ,mfa-3.4.1/english_mfa-3.1.0,,1bad4c16f6b4a08442859570662a4ab3c176c7316dc49bbc7a978a6bd53bb5d3,,,pending,,,,,pending,
-3nNcZdcdvU$_$5,1,end_s,6.239999771118164,6.239999771118164,7.867969,44,81,to you and to the school district in ,mfa-3.4.1/english_mfa-3.1.0,,1bad4c16f6b4a08442859570662a4ab3c176c7316dc49bbc7a978a6bd53bb5d3,,,pending,,,,,pending,
-3nNcZdcdvU$_$5,2,start_s,6.239999771118164,6.239999771118164,7.867969,81,104,which you are employed.,mfa-3.4.1/english_mfa-3.1.0,,1bad4c16f6b4a08442859570662a4ab3c176c7316dc49bbc7a978a6bd53bb5d3,,,pending,,,,,pending,
-3nNcZdcdvU$_$5,2,end_s,7.190000057220459,7.190000057220459,7.867969,81,104,which you are employed.,mfa-3.4.1/english_mfa-3.1.0,,1bad4c16f6b4a08442859570662a4ab3c176c7316dc49bbc7a978a6bd53bb5d3,,,pending,,,,,pending,
-571d8cVauQ$_$0,0,start_s,1.0700000524520874,1.0700000524520874,5.066667,0,22,"This is Rhett Reiger, ",mfa-3.4.1/english_mfa-3.1.0,,7b2c87127ff609b20438d618df97350c183d1a6e265f1b9f60498f509c6832a9,,,pending,,,,,pending,
-571d8cVauQ$_$0,0,end_s,1.909999966621399,1.909999966621399,5.066667,0,22,"This is Rhett Reiger, ",mfa-3.4.1/english_mfa-3.1.0,,7b2c87127ff609b20438d618df97350c183d1a6e265f1b9f60498f509c6832a9,,,pending,,,,,pending,
-571d8cVauQ$_$0,1,start_s,1.909999966621399,1.909999966621399,5.066667,22,72,White Caspian Studios on behalf of Expert Village.,mfa-3.4.1/english_mfa-3.1.0,,7b2c87127ff609b20438d618df97350c183d1a6e265f1b9f60498f509c6832a9,,,pending,,,,,pending,
-571d8cVauQ$_$0,1,end_s,4.489999771118164,4.489999771118164,5.066667,22,72,White Caspian Studios on behalf of Expert Village.,mfa-3.4.1/english_mfa-3.1.0,,7b2c87127ff609b20438d618df97350c183d1a6e265f1b9f60498f509c6832a9,,,pending,,,,,pending,
-571d8cVauQ$_$5,0,start_s,0.5199999809265137,0.5199999809265137,15.272982,0,28,So very important to go out ,mfa-3.4.1/english_mfa-3.1.0,,d432aed25198d42c32f02e67de07a413203e03bbf6e5ef3810eba843bcbe846b,,,pending,,,,,pending,
-571d8cVauQ$_$5,0,end_s,2.0799999237060547,2.0799999237060547,15.272982,0,28,So very important to go out ,mfa-3.4.1/english_mfa-3.1.0,,d432aed25198d42c32f02e67de07a413203e03bbf6e5ef3810eba843bcbe846b,,,pending,,,,,pending,
-571d8cVauQ$_$5,1,start_s,2.5,2.5,15.272982,28,46,"to the locations, ",mfa-3.4.1/english_mfa-3.1.0,,d432aed25198d42c32f02e67de07a413203e03bbf6e5ef3810eba843bcbe846b,,,pending,,,,,pending,
-571d8cVauQ$_$5,1,end_s,3.4600000381469727,3.4600000381469727,15.272982,28,46,"to the locations, ",mfa-3.4.1/english_mfa-3.1.0,,d432aed25198d42c32f02e67de07a413203e03bbf6e5ef3810eba843bcbe846b,,,pending,,,,,pending,
-571d8cVauQ$_$5,2,start_s,3.6600000858306885,3.6600000858306885,15.272982,46,59,"walk around, ",mfa-3.4.1/english_mfa-3.1.0,,d432aed25198d42c32f02e67de07a413203e03bbf6e5ef3810eba843bcbe846b,,,pending,,,,,pending,
-571d8cVauQ$_$5,2,end_s,4.510000228881836,4.510000228881836,15.272982,46,59,"walk around, ",mfa-3.4.1/english_mfa-3.1.0,,d432aed25198d42c32f02e67de07a413203e03bbf6e5ef3810eba843bcbe846b,,,pending,,,,,pending,
-571d8cVauQ$_$5,3,start_s,4.699999809265137,4.699999809265137,15.272982,59,92,"talk with the owners if you can, ",mfa-3.4.1/english_mfa-3.1.0,,d432aed25198d42c32f02e67de07a413203e03bbf6e5ef3810eba843bcbe846b,,,pending,,,,,pending,
-571d8cVauQ$_$5,3,end_s,6.179999828338623,6.179999828338623,15.272982,59,92,"talk with the owners if you can, ",mfa-3.4.1/english_mfa-3.1.0,,d432aed25198d42c32f02e67de07a413203e03bbf6e5ef3810eba843bcbe846b,,,pending,,,,,pending,
-571d8cVauQ$_$5,4,start_s,6.5,6.5,15.272982,92,121,"tell them what you're doing, ",mfa-3.4.1/english_mfa-3.1.0,,d432aed25198d42c32f02e67de07a413203e03bbf6e5ef3810eba843bcbe846b,,,pending,,,,,pending,
-571d8cVauQ$_$5,4,end_s,7.440000057220459,7.440000057220459,15.272982,92,121,"tell them what you're doing, ",mfa-3.4.1/english_mfa-3.1.0,,d432aed25198d42c32f02e67de07a413203e03bbf6e5ef3810eba843bcbe846b,,,pending,,,,,pending,
-571d8cVauQ$_$5,5,start_s,7.670000076293945,7.670000076293945,15.272982,121,148,"build a little excitement, ",mfa-3.4.1/english_mfa-3.1.0,,d432aed25198d42c32f02e67de07a413203e03bbf6e5ef3810eba843bcbe846b,,,pending,,,,,pending,
-571d8cVauQ$_$5,5,end_s,8.880000114440918,8.880000114440918,15.272982,121,148,"build a little excitement, ",mfa-3.4.1/english_mfa-3.1.0,,d432aed25198d42c32f02e67de07a413203e03bbf6e5ef3810eba843bcbe846b,,,pending,,,,,pending,
-571d8cVauQ$_$5,6,start_s,9.40999984741211,9.40999984741211,15.272982,148,176,put a little glitz on there ,mfa-3.4.1/english_mfa-3.1.0,,d432aed25198d42c32f02e67de07a413203e03bbf6e5ef3810eba843bcbe846b,,,pending,,,,,pending,
-571d8cVauQ$_$5,6,end_s,10.729999542236328,10.729999542236328,15.272982,148,176,put a little glitz on there ,mfa-3.4.1/english_mfa-3.1.0,,d432aed25198d42c32f02e67de07a413203e03bbf6e5ef3810eba843bcbe846b,,,pending,,,,,pending,
-571d8cVauQ$_$5,7,start_s,11.170000076293945,11.170000076293945,15.272982,176,200,and let everybody knows ,mfa-3.4.1/english_mfa-3.1.0,,d432aed25198d42c32f02e67de07a413203e03bbf6e5ef3810eba843bcbe846b,,,pending,,,,,pending,
-571d8cVauQ$_$5,7,end_s,12.350000381469727,12.350000381469727,15.272982,176,200,and let everybody knows ,mfa-3.4.1/english_mfa-3.1.0,,d432aed25198d42c32f02e67de07a413203e03bbf6e5ef3810eba843bcbe846b,,,pending,,,,,pending,
-571d8cVauQ$_$5,8,start_s,12.729999542236328,12.729999542236328,15.272982,200,229,this is a very valuable spot.,mfa-3.4.1/english_mfa-3.1.0,,d432aed25198d42c32f02e67de07a413203e03bbf6e5ef3810eba843bcbe846b,,,pending,,,,,pending,
-571d8cVauQ$_$5,8,end_s,15.115,15.115,15.272982,200,229,this is a very valuable spot.,mfa-3.4.1/english_mfa-3.1.0,,d432aed25198d42c32f02e67de07a413203e03bbf6e5ef3810eba843bcbe846b,,,pending,,,,,pending,
-6rXp3zJ3kc$_$8,0,start_s,0.4699999988079071,0.4699999988079071,12.805013,0,38,Many people are not until they get to ,mfa-3.4.1/english_mfa-3.1.0,,217d01d7dcce8ab8ac9152757532a00791bba5486bf6c6af3450f51e7f4f8d05,,,pending,,,,,pending,
-6rXp3zJ3kc$_$8,0,end_s,2.3399999141693115,2.3399999141693115,12.805013,0,38,Many people are not until they get to ,mfa-3.4.1/english_mfa-3.1.0,,217d01d7dcce8ab8ac9152757532a00791bba5486bf6c6af3450f51e7f4f8d05,,,pending,,,,,pending,
-6rXp3zJ3kc$_$8,1,start_s,2.3399999141693115,2.3399999141693115,12.805013,38,43,be a ,mfa-3.4.1/english_mfa-3.1.0,,217d01d7dcce8ab8ac9152757532a00791bba5486bf6c6af3450f51e7f4f8d05,,,pending,,,,,pending,
-6rXp3zJ3kc$_$8,1,end_s,2.7300000190734863,2.7300000190734863,12.805013,38,43,be a ,mfa-3.4.1/english_mfa-3.1.0,,217d01d7dcce8ab8ac9152757532a00791bba5486bf6c6af3450f51e7f4f8d05,,,pending,,,,,pending,
-6rXp3zJ3kc$_$8,2,start_s,3.190000057220459,3.190000057220459,12.805013,43,85,older age and they realize that gosh they ,mfa-3.4.1/english_mfa-3.1.0,,217d01d7dcce8ab8ac9152757532a00791bba5486bf6c6af3450f51e7f4f8d05,,,pending,,,,,pending,
-6rXp3zJ3kc$_$8,2,end_s,5.869999885559082,5.869999885559082,12.805013,43,85,older age and they realize that gosh they ,mfa-3.4.1/english_mfa-3.1.0,,217d01d7dcce8ab8ac9152757532a00791bba5486bf6c6af3450f51e7f4f8d05,,,pending,,,,,pending,
-6rXp3zJ3kc$_$8,3,start_s,5.869999885559082,5.869999885559082,12.805013,85,119,wasted a lot of time and money in ,mfa-3.4.1/english_mfa-3.1.0,,217d01d7dcce8ab8ac9152757532a00791bba5486bf6c6af3450f51e7f4f8d05,,,pending,,,,,pending,
-6rXp3zJ3kc$_$8,3,end_s,7.619999885559082,7.619999885559082,12.805013,85,119,wasted a lot of time and money in ,mfa-3.4.1/english_mfa-3.1.0,,217d01d7dcce8ab8ac9152757532a00791bba5486bf6c6af3450f51e7f4f8d05,,,pending,,,,,pending,
-6rXp3zJ3kc$_$8,4,start_s,8.170000076293945,8.170000076293945,12.805013,119,141,placing bets on stock ,mfa-3.4.1/english_mfa-3.1.0,,217d01d7dcce8ab8ac9152757532a00791bba5486bf6c6af3450f51e7f4f8d05,,,pending,,,,,pending,
-6rXp3zJ3kc$_$8,4,end_s,10.100000381469727,10.100000381469727,12.805013,119,141,placing bets on stock ,mfa-3.4.1/english_mfa-3.1.0,,217d01d7dcce8ab8ac9152757532a00791bba5486bf6c6af3450f51e7f4f8d05,,,pending,,,,,pending,
-6rXp3zJ3kc$_$8,5,start_s,10.510000228881836,10.510000228881836,12.805013,141,170,that's ultimately lost value.,mfa-3.4.1/english_mfa-3.1.0,,217d01d7dcce8ab8ac9152757532a00791bba5486bf6c6af3450f51e7f4f8d05,,,pending,,,,,pending,
-6rXp3zJ3kc$_$8,5,end_s,12.1899995803833,12.1899995803833,12.805013,141,170,that's ultimately lost value.,mfa-3.4.1/english_mfa-3.1.0,,217d01d7dcce8ab8ac9152757532a00791bba5486bf6c6af3450f51e7f4f8d05,,,pending,,,,,pending,
-9y-fZ3swSY$_$0,0,start_s,0.029999999329447746,0.029999999329447746,6.833333,0,4,"is, ",mfa-3.4.1/english_mfa-3.1.0,,8c33525678cf4353c27360ae3accb24e34a4c484440bbe4f4018160f68d7d31d,,,pending,,,,no_valid_face_in_phrase,pending,
-9y-fZ3swSY$_$0,0,end_s,0.1899999976158142,0.1899999976158142,6.833333,0,4,"is, ",mfa-3.4.1/english_mfa-3.1.0,,8c33525678cf4353c27360ae3accb24e34a4c484440bbe4f4018160f68d7d31d,,,pending,,,,no_valid_face_in_phrase,pending,
-9y-fZ3swSY$_$0,1,start_s,0.1899999976158142,0.1899999976158142,6.833333,4,17,"you can say, ",mfa-3.4.1/english_mfa-3.1.0,,8c33525678cf4353c27360ae3accb24e34a4c484440bbe4f4018160f68d7d31d,,,pending,,,,face_crop_fallback,pending,
-9y-fZ3swSY$_$0,1,end_s,0.6700000166893005,0.6700000166893005,6.833333,4,17,"you can say, ",mfa-3.4.1/english_mfa-3.1.0,,8c33525678cf4353c27360ae3accb24e34a4c484440bbe4f4018160f68d7d31d,,,pending,,,,face_crop_fallback,pending,
-9y-fZ3swSY$_$0,2,start_s,0.6700000166893005,0.6700000166893005,6.833333,17,21,hey ,mfa-3.4.1/english_mfa-3.1.0,,8c33525678cf4353c27360ae3accb24e34a4c484440bbe4f4018160f68d7d31d,,,pending,,,,face_crop_fallback,pending,
-9y-fZ3swSY$_$0,2,end_s,1.1799999475479126,1.1799999475479126,6.833333,17,21,hey ,mfa-3.4.1/english_mfa-3.1.0,,8c33525678cf4353c27360ae3accb24e34a4c484440bbe4f4018160f68d7d31d,,,pending,,,,face_crop_fallback,pending,
-9y-fZ3swSY$_$0,3,start_s,1.5,1.5,6.833333,21,46,"I really like baby skin, ",mfa-3.4.1/english_mfa-3.1.0,,8c33525678cf4353c27360ae3accb24e34a4c484440bbe4f4018160f68d7d31d,,,pending,,,,,pending,
-9y-fZ3swSY$_$0,3,end_s,3.680000066757202,3.680000066757202,6.833333,21,46,"I really like baby skin, ",mfa-3.4.1/english_mfa-3.1.0,,8c33525678cf4353c27360ae3accb24e34a4c484440bbe4f4018160f68d7d31d,,,pending,,,,,pending,
-9y-fZ3swSY$_$0,4,start_s,3.680000066757202,3.680000066757202,6.833333,46,64,"they are so soft, ",mfa-3.4.1/english_mfa-3.1.0,,8c33525678cf4353c27360ae3accb24e34a4c484440bbe4f4018160f68d7d31d,,,pending,,,,,pending,
-9y-fZ3swSY$_$0,4,end_s,4.639999866485596,4.639999866485596,6.833333,46,64,"they are so soft, ",mfa-3.4.1/english_mfa-3.1.0,,8c33525678cf4353c27360ae3accb24e34a4c484440bbe4f4018160f68d7d31d,,,pending,,,,,pending,
-9y-fZ3swSY$_$0,5,start_s,4.639999866485596,4.639999866485596,6.833333,64,102,they don’t have any hair on their face,mfa-3.4.1/english_mfa-3.1.0,,8c33525678cf4353c27360ae3accb24e34a4c484440bbe4f4018160f68d7d31d,,,pending,,,,,pending,
-9y-fZ3swSY$_$0,5,end_s,6.269999980926514,6.269999980926514,6.833333,64,102,they don’t have any hair on their face,mfa-3.4.1/english_mfa-3.1.0,,8c33525678cf4353c27360ae3accb24e34a4c484440bbe4f4018160f68d7d31d,,,pending,,,,,pending,
-9y-fZ3swSY$_$4,0,start_s,0.2800000011920929,0.2800000011920929,2.821029,0,31,I’ve seen this in US or in the ,mfa-3.4.1/english_mfa-3.1.0,,1d39868cdfe2edd6fd76a559cf031bd5200f353603d6acf56530959e6c5bacdf,,,pending,,,,,pending,
-9y-fZ3swSY$_$4,0,end_s,2.3399999141693115,2.3399999141693115,2.821029,0,31,I’ve seen this in US or in the ,mfa-3.4.1/english_mfa-3.1.0,,1d39868cdfe2edd6fd76a559cf031bd5200f353603d6acf56530959e6c5bacdf,,,pending,,,,,pending,
-9y-fZ3swSY$_$4,1,start_s,2.3399999141693115,2.3399999141693115,2.821029,31,33,US,mfa-3.4.1/english_mfa-3.1.0,,1d39868cdfe2edd6fd76a559cf031bd5200f353603d6acf56530959e6c5bacdf,,,pending,,,,,pending,
-9y-fZ3swSY$_$4,1,end_s,2.664813,2.664813,2.821029,31,33,US,mfa-3.4.1/english_mfa-3.1.0,,1d39868cdfe2edd6fd76a559cf031bd5200f353603d6acf56530959e6c5bacdf,,,pending,,,,,pending,
-9y-fZ3swSY$_$8,0,start_s,0.5199999809265137,0.5199999809265137,4.988997,0,41,That’s a more decent and more polite way ,mfa-3.4.1/english_mfa-3.1.0,,edd1e613512861a1818fdb878ff1e22c9d13ef610be1f46daa4bf1dfe6a2b51e,,,pending,,,,face_crop_fallback,pending,
-9y-fZ3swSY$_$8,0,end_s,3.140000104904175,3.140000104904175,4.988997,0,41,That’s a more decent and more polite way ,mfa-3.4.1/english_mfa-3.1.0,,edd1e613512861a1818fdb878ff1e22c9d13ef610be1f46daa4bf1dfe6a2b51e,,,pending,,,,face_crop_fallback,pending,
-9y-fZ3swSY$_$8,1,start_s,3.2100000381469727,3.2100000381469727,4.988997,41,55,to call a lady,mfa-3.4.1/english_mfa-3.1.0,,edd1e613512861a1818fdb878ff1e22c9d13ef610be1f46daa4bf1dfe6a2b51e,,,pending,,,,face_crop_fallback,pending,
-9y-fZ3swSY$_$8,1,end_s,4.449999809265137,4.449999809265137,4.988997,41,55,to call a lady,mfa-3.4.1/english_mfa-3.1.0,,edd1e613512861a1818fdb878ff1e22c9d13ef610be1f46daa4bf1dfe6a2b51e,,,pending,,,,face_crop_fallback,pending,
-AUZQgSxyPQ$_$2,0,start_s,0.0,0.0,22.511003,0,40,The perfect soul mate to the Clarisonic ,mfa-3.4.1/english_mfa-3.1.0,,a693406e63cca432b9ce353632909401e14f4e6729e1c8df038e97c301e14468,,,pending,,,,,pending,
-AUZQgSxyPQ$_$2,0,end_s,2.5199999809265137,2.5199999809265137,22.511003,0,40,The perfect soul mate to the Clarisonic ,mfa-3.4.1/english_mfa-3.1.0,,a693406e63cca432b9ce353632909401e14f4e6729e1c8df038e97c301e14468,,,pending,,,,,pending,
-AUZQgSxyPQ$_$2,1,start_s,3.0299999713897705,3.0299999713897705,22.511003,40,60,"Spot Therapy Brush, ",mfa-3.4.1/english_mfa-3.1.0,,a693406e63cca432b9ce353632909401e14f4e6729e1c8df038e97c301e14468,,,pending,,,,,pending,
-AUZQgSxyPQ$_$2,1,end_s,4.239999771118164,4.239999771118164,22.511003,40,60,"Spot Therapy Brush, ",mfa-3.4.1/english_mfa-3.1.0,,a693406e63cca432b9ce353632909401e14f4e6729e1c8df038e97c301e14468,,,pending,,,,,pending,
-AUZQgSxyPQ$_$2,2,start_s,4.949999809265137,4.949999809265137,22.511003,60,73,"this gentle, ",mfa-3.4.1/english_mfa-3.1.0,,a693406e63cca432b9ce353632909401e14f4e6729e1c8df038e97c301e14468,,,pending,,,,,pending,
-AUZQgSxyPQ$_$2,2,end_s,5.550000190734863,5.550000190734863,22.511003,60,73,"this gentle, ",mfa-3.4.1/english_mfa-3.1.0,,a693406e63cca432b9ce353632909401e14f4e6729e1c8df038e97c301e14468,,,pending,,,,,pending,
-AUZQgSxyPQ$_$2,3,start_s,5.550000190734863,5.550000190734863,22.511003,73,109,Ph balanced and hydrating exfoliant ,mfa-3.4.1/english_mfa-3.1.0,,a693406e63cca432b9ce353632909401e14f4e6729e1c8df038e97c301e14468,,,pending,,,,,pending,
