sample_id,video_id,phrase_index,endpoint,text,asr_s,current_s,git_s,current_abs_difference_s,git_abs_difference_s
-HeZS2-Prhc$_$2,-HeZS2-Prhc,2,start,seen overall as solid but not great.,4.44,4.429999828338623,4.449999809265137,0.010000171661377344,0.009999809265136328
-HeZS2-Prhc$_$2,-HeZS2-Prhc,2,end,seen overall as solid but not great.,7.64,7.630000114440918,8.100000381469727,0.009999885559081712,0.4600003814697269
-HwX2H8Z4hY$_$2,-HwX2H8Z4hY,1,start,Look at the record,2.6,2.6700000762939453,1.850000023841858,0.07000007629394522,0.7499999761581422
-HwX2H8Z4hY$_$2,-HwX2H8Z4hY,1,end,Look at the record,3.32,3.359999895095825,3.450000047683716,0.039999895095825355,0.13000004768371598
-HwX2H8Z4hY$_$5,-HwX2H8Z4hY,0,start,""" President Ronald Reagan blamed the professional bureaucracy of ",0.0,0.75,0.4000000059604645,0.75,0.4000000059604645
-HwX2H8Z4hY$_$5,-HwX2H8Z4hY,0,end,""" President Ronald Reagan blamed the professional bureaucracy of ",4.42,4.389999866485596,4.449999809265137,0.030000133514404226,0.02999980926513679
-HwX2H8Z4hY$_$5,-HwX2H8Z4hY,1,start,education,4.42,4.389999866485596,4.449999809265137,0.030000133514404226,0.02999980926513679
-HwX2H8Z4hY$_$5,-HwX2H8Z4hY,1,end,education,4.94,5.544,5.150000095367432,0.6039999999999992,0.21000009536743125
-HwX2H8Z4hY$_$6,-HwX2H8Z4hY,0,start,"And in part, ",0.0,0.0,0.0,0.0,0.0
-HwX2H8Z4hY$_$6,-HwX2H8Z4hY,0,end,"And in part, ",1.24,1.1699999570846558,1.399999976158142,0.07000004291534423,0.1599999761581421
-HwX2H8Z4hY$_$6,-HwX2H8Z4hY,1,start,Al Shanker did too,1.56,1.4500000476837158,1.399999976158142,0.10999995231628423,0.16000002384185796
-HwX2H8Z4hY$_$6,-HwX2H8Z4hY,1,end,Al Shanker did too,2.74,2.7899999618530273,2.8499999046325684,0.04999996185302713,0.10999990463256815
-HwX2H8Z4hY$_$9,-HwX2H8Z4hY,0,start,It is a word which the administrator uses ,0.0,0.5099999904632568,0.0,0.5099999904632568,0.0
-HwX2H8Z4hY$_$9,-HwX2H8Z4hY,0,end,It is a word which the administrator uses ,4.2,4.28000020980835,2.5,0.08000020980834943,1.7000000000000002
-HwX2H8Z4hY$_$9,-HwX2H8Z4hY,1,start,when he turns around anything which he doesn't ,4.2,4.28000020980835,2.5,0.08000020980834943,1.7000000000000002
-HwX2H8Z4hY$_$9,-HwX2H8Z4hY,1,end,when he turns around anything which he doesn't ,6.0,6.019999980926514,5.300000190734863,0.019999980926513672,0.6999998092651367
-I_e4mIh0yE$_$1,-I_e4mIh0yE,0,start,In the United States we don't punish failure ,0.0,0.5099999904632568,0.0,0.5099999904632568,0.0
-I_e4mIh0yE$_$1,-I_e4mIh0yE,0,end,In the United States we don't punish failure ,3.08,3.140000104904175,3.0999999046325684,0.060000104904174734,0.01999990463256829
-I_e4mIh0yE$_$1,-I_e4mIh0yE,1,start,to the degree to which failure is punished ,3.08,3.569999933242798,3.0999999046325684,0.4899999332427978,0.01999990463256829
-I_e4mIh0yE$_$1,-I_e4mIh0yE,1,end,to the degree to which failure is punished ,5.92,5.980000019073486,6.300000190734863,0.0600000190734864,0.38000019073486335
-I_e4mIh0yE$_$1,-I_e4mIh0yE,2,start,in Europe.,5.92,6.130000114440918,6.300000190734863,0.21000011444091804,0.38000019073486335
-I_e4mIh0yE$_$1,-I_e4mIh0yE,2,end,in Europe.,6.78,6.960000038146973,7.0,0.1800000381469724,0.21999999999999975
-I_e4mIh0yE$_$3,-I_e4mIh0yE,1,start,over the course of ,4.9,3.319999933242798,4.0,1.5800000667572025,0.9000000000000004
-I_e4mIh0yE$_$3,-I_e4mIh0yE,1,end,over the course of ,6.04,4.489999771118164,5.599999904632568,1.550000228881836,0.4400000953674317
-I_e4mIh0yE$_$3,-I_e4mIh0yE,3,start,and that you won't make the mistake twice.,6.44,6.449999809265137,6.449999809265137,0.009999809265136328,0.009999809265136328
-I_e4mIh0yE$_$3,-I_e4mIh0yE,3,end,and that you won't make the mistake twice.,8.44,8.470000267028809,8.970000267028809,0.03000026702880909,0.5300002670288091
-MeTTeMJBNc$_$0,-MeTTeMJBNc,0,start,"Okay, ",0.0,0.9399999976158142,0.4000000059604645,0.9399999976158142,0.4000000059604645
-MeTTeMJBNc$_$0,-MeTTeMJBNc,0,end,"Okay, ",1.22,1.2699999809265137,0.8999999761581421,0.0499999809265137,0.3200000238418579
-MeTTeMJBNc$_$0,-MeTTeMJBNc,1,start,what happens at this point after we've taken ,1.4,1.2699999809265137,0.8999999761581421,0.13000001907348624,0.5000000238418578
-MeTTeMJBNc$_$0,-MeTTeMJBNc,1,end,what happens at this point after we've taken ,3.96,4.039999961853027,3.950000047683716,0.07999996185302738,0.009999952316284144
-MeTTeMJBNc$_$0,-MeTTeMJBNc,2,start,"this brief walk down memory lane, ",3.96,4.039999961853027,3.950000047683716,0.07999996185302738,0.009999952316284144
-MeTTeMJBNc$_$0,-MeTTeMJBNc,2,end,"this brief walk down memory lane, ",6.34,6.420000076293945,6.199999809265137,0.08000007629394545,0.14000019073486314
-MeTTeMJBNc$_$0,-MeTTeMJBNc,3,start,is the presentation of the gift.,6.34,6.769999980926514,6.199999809265137,0.4299999809265138,0.14000019073486314
-MeTTeMJBNc$_$0,-MeTTeMJBNc,3,end,is the presentation of the gift.,8.68,8.739999771118164,8.699999809265137,0.05999977111816435,0.019999809265137003
-MeTTeMJBNc$_$13,-MeTTeMJBNc,0,start,It ,0.0,0.0,0.15000000596046448,0.0,0.15000000596046448
-MeTTeMJBNc$_$13,-MeTTeMJBNc,0,end,It ,0.22,0.5699999928474426,0.4000000059604645,0.34999999284744265,0.18000000596046448
-MeTTeMJBNc$_$13,-MeTTeMJBNc,1,start,"just needs to be a simple statement, ",1.32,1.0199999809265137,0.4000000059604645,0.3000000190734864,0.9199999940395356
-MeTTeMJBNc$_$13,-MeTTeMJBNc,1,end,"just needs to be a simple statement, ",3.12,3.2300000190734863,3.049999952316284,0.11000001907348622,0.07000004768371593
-MeTTeMJBNc$_$13,-MeTTeMJBNc,2,start,and then you present the gift.,3.12,3.549999952316284,3.049999952316284,0.4299999523162841,0.07000004768371593
-MeTTeMJBNc$_$13,-MeTTeMJBNc,2,end,and then you present the gift.,4.88,4.71999979019165,4.900000095367432,0.1600002098083495,0.020000095367431747
-MeTTeMJBNc$_$7,-MeTTeMJBNc,0,start,Maybe you could find a picture of the ,0.0,0.49000000953674316,0.05000000074505806,0.49000000953674316,0.05000000074505806
-MeTTeMJBNc$_$7,-MeTTeMJBNc,0,end,Maybe you could find a picture of the ,2.66,2.619999885559082,2.25,0.04000011444091811,0.41000000000000014
-MeTTeMJBNc$_$7,-MeTTeMJBNc,1,start,couple from their wedding or sometime in their ,2.66,2.619999885559082,2.25,0.04000011444091811,0.41000000000000014
-MeTTeMJBNc$_$7,-MeTTeMJBNc,1,end,couple from their wedding or sometime in their ,5.64,5.610000133514404,5.400000095367432,0.029999866485595383,0.23999990463256804
-MeTTeMJBNc$_$7,-MeTTeMJBNc,2,start,"life, ",5.64,5.610000133514404,5.400000095367432,0.029999866485595383,0.23999990463256804
-MeTTeMJBNc$_$7,-MeTTeMJBNc,2,end,"life, ",6.08,6.139999866485596,5.699999809265137,0.05999986648559563,0.38000019073486335
-MeTTeMJBNc$_$7,-MeTTeMJBNc,3,start,or maybe even a current picture and have ,6.08,6.139999866485596,5.699999809265137,0.05999986648559563,0.38000019073486335
-MeTTeMJBNc$_$7,-MeTTeMJBNc,3,end,or maybe even a current picture and have ,8.46,8.4399995803833,8.300000190734863,0.02000041961670007,0.15999980926513757
-MeTTeMJBNc$_$7,-MeTTeMJBNc,4,start,it put in a beautiful frame.,8.46,8.4399995803833,8.300000190734863,0.02000041961670007,0.15999980926513757
-MeTTeMJBNc$_$7,-MeTTeMJBNc,4,end,it put in a beautiful frame.,9.78,9.869999885559082,9.949999809265137,0.08999988555908267,0.16999980926513736
-RfYyzHpjk4$_$11,-RfYyzHpjk4,0,start,"So get your friends lined up, ",0.6799999999999993,0.6000000238418579,0.3499999940395355,0.07999997615814136,0.33000000596046375
-RfYyzHpjk4$_$11,-RfYyzHpjk4,0,end,"So get your friends lined up, ",2.38,2.390000104904175,2.049999952316284,0.010000104904174911,0.3300000476837157
-RfYyzHpjk4$_$11,-RfYyzHpjk4,1,start,get your business colleagues lined up and have ,2.52,2.390000104904175,2.049999952316284,0.1299998950958252,0.47000004768371584
-RfYyzHpjk4$_$11,-RfYyzHpjk4,1,end,get your business colleagues lined up and have ,4.04,4.039999961853027,4.150000095367432,3.814697269177714e-08,0.1100000953674316
-RfYyzHpjk4$_$11,-RfYyzHpjk4,2,start,a good time.,4.04,4.039999961853027,4.150000095367432,3.814697269177714e-08,0.1100000953674316
-RfYyzHpjk4$_$11,-RfYyzHpjk4,2,end,a good time.,4.6,4.539999961853027,5.0,0.0600000381469723,0.40000000000000036
-RfYyzHpjk4$_$2,-RfYyzHpjk4,0,start,You can make a conference call but it ,0.0,0.47999998927116394,0.25,0.47999998927116394,0.25
-RfYyzHpjk4$_$2,-RfYyzHpjk4,0,end,You can make a conference call but it ,1.8,1.75,1.899999976158142,0.050000000000000044,0.09999997615814205
-RfYyzHpjk4$_$2,-RfYyzHpjk4,1,start,"takes quite a bit of planning, ",1.8,1.75,1.899999976158142,0.050000000000000044,0.09999997615814205
-RfYyzHpjk4$_$2,-RfYyzHpjk4,1,end,"takes quite a bit of planning, ",2.8,2.8499999046325684,3.200000047683716,0.04999990463256854,0.400000047683716
-RfYyzHpjk4$_$2,-RfYyzHpjk4,2,start,well not a lot of planning it's pretty ,2.9,2.8499999046325684,3.200000047683716,0.05000009536743155,0.3000000476837159
-RfYyzHpjk4$_$2,-RfYyzHpjk4,2,end,well not a lot of planning it's pretty ,4.18,4.28000020980835,4.599999904632568,0.1000002098083499,0.41999990463256864
-RfYyzHpjk4$_$2,-RfYyzHpjk4,3,start,easy to do.,4.18,4.28000020980835,4.599999904632568,0.1000002098083499,0.41999990463256864
-RfYyzHpjk4$_$2,-RfYyzHpjk4,3,end,easy to do.,4.92,4.869999885559082,5.150000095367432,0.0500001144409179,0.2300000953674317
-RfYyzHpjk4$_$8,-RfYyzHpjk4,0,start,"It's pretty, ",0.0,0.0,0.3499999940395355,0.0,0.3499999940395355
-RfYyzHpjk4$_$8,-RfYyzHpjk4,0,end,"It's pretty, ",0.94,0.9700000286102295,1.0,0.030000028610229545,0.06000000000000005
-RfYyzHpjk4$_$8,-RfYyzHpjk4,2,start,set up those numbers ahead of time.,2.54,2.4200000762939453,2.549999952316284,0.11999992370605472,0.009999952316284144
-RfYyzHpjk4$_$8,-RfYyzHpjk4,2,end,set up those numbers ahead of time.,4.0,4.0,4.150000095367432,0.0,0.15000009536743164
-THoVjtIkeU$_$12,-THoVjtIkeU,1,start,we turn our attention to is what grows ,1.86,1.590000033378601,1.149999976158142,0.269999966621399,0.710000023841858
-THoVjtIkeU$_$12,-THoVjtIkeU,1,end,we turn our attention to is what grows ,3.92,3.9600000381469727,3.8499999046325684,0.04000003814697273,0.07000009536743157
-THoVjtIkeU$_$12,-THoVjtIkeU,2,start,and so if we believe that anything is ,3.92,4.340000152587891,3.8499999046325684,0.4200001525878907,0.07000009536743157
-THoVjtIkeU$_$12,-THoVjtIkeU,2,end,and so if we believe that anything is ,6.28,6.239999771118164,6.400000095367432,0.040000228881836186,0.12000009536743139
-THoVjtIkeU$_$12,-THoVjtIkeU,3,start,"possible, ",6.28,6.239999771118164,6.400000095367432,0.040000228881836186,0.12000009536743139
-THoVjtIkeU$_$12,-THoVjtIkeU,3,end,"possible, ",6.68,6.75,6.800000190734863,0.07000000000000028,0.12000019073486357
-THoVjtIkeU$_$12,-THoVjtIkeU,4,start,if we ,6.96,6.75,6.800000190734863,0.20999999999999996,0.15999980926513668
-THoVjtIkeU$_$12,-THoVjtIkeU,4,end,if we ,7.16,7.210000038146973,7.199999809265137,0.050000038146972514,0.03999980926513658
-THoVjtIkeU$_$12,-THoVjtIkeU,5,start,believe ,7.16,7.539999961853027,7.199999809265137,0.3799999618530272,0.03999980926513658
-THoVjtIkeU$_$12,-THoVjtIkeU,5,end,believe ,8.14,8.15999984741211,7.849999904632568,0.019999847412108807,0.2900000953674322
-THoVjtIkeU$_$12,-THoVjtIkeU,6,start,that ,8.14,8.529999732971191,7.849999904632568,0.38999973297119084,0.2900000953674322
-THoVjtIkeU$_$12,-THoVjtIkeU,6,end,that ,8.88,8.800000190734863,8.199999809265137,0.0799998092651375,0.6800001907348641
-THoVjtIkeU$_$12,-THoVjtIkeU,7,start,social justice can be achieved and if we ,8.88,9.380000114440918,8.199999809265137,0.5000001144409172,0.6800001907348641
-THoVjtIkeU$_$12,-THoVjtIkeU,7,end,social justice can be achieved and if we ,11.3,11.260000228881836,11.300000190734863,0.03999977111816477,1.9073486257070726e-07
-THoVjtIkeU$_$12,-THoVjtIkeU,8,start,"believe in youth, ",11.3,11.260000228881836,11.300000190734863,0.03999977111816477,1.9073486257070726e-07
-THoVjtIkeU$_$12,-THoVjtIkeU,8,end,"believe in youth, ",12.46,12.430000305175781,12.449999809265137,0.029999694824219603,0.010000190734864134
-THoVjtIkeU$_$12,-THoVjtIkeU,9,start,they will believe in themselves.,12.86,13.100000381469727,12.449999809265137,0.24000038146972713,0.4100001907348627
